date,알루미늄_서구산_excl,알루미늄_서구산_incl,알루미늄_비서구산_excl,알루미늄_비서구산_incl,구리_9999pct이상_excl,구리_9999pct이상_incl,납_9999pct이상_excl,납_9999pct이상_incl,아연_excl,아연_incl,주석_9985pct이상_excl,주석_9985pct이상_incl,주석_9999pct이상_excl,주석_9999pct이상_incl,니켈_합금용_excl,니켈_합금용_incl,니켈_도금용_excl,니켈_도금용_incl
2026-06-19,5736,6310,5690,6260,21045,23150,3245,3570,5845,6430,82527,90780,82654,90920,27509,30260,27890,30680
2026-06-18,5718,6290,5663,6230,21072,23180,3218,3540,5709,6280,84345,92780,84463,92910,27581,30340,27954,30750
2026-06-17,5654,6220,5600,6160,20954,23050,3227,3550,5654,6220,83845,92230,83972,92370,27427,30170,27799,30580
2026-06-16,5627,6190,5581,6140,20900,22990,3227,3550,5690,6260,84063,92470,84190,92610,27272,30000,27654,30420
2026-06-15,5927,6520,5881,6470,20981,23080,3254,3580,5736,6310,82200,90420,82327,90560,27318,30050,27699,30470
2026-06-12,5927,6520,5872,6460,20800,22880,3245,3570,5636,6200,81309,89440,81436,89580,27263,29990,27645,30410
2026-06-11,5845,6430,5790,6370,20763,22840,3263,3590,5590,6150,79672,87640,79800,87780,27136,29850,27518,30270
2026-06-10,5945,6540,5890,6480,20763,22840,3254,3580,5645,6210,79836,87820,79954,87950,27499,30250,27881,30670
2026-06-09,6172,6790,6118,6730,21109,23220,3309,3640,5699,6270,80736,88810,80863,88950,28345,31180,28736,31610
2026-06-08,6181,6800,6127,6740,21009,23110,3336,3670,5699,6270,81981,90180,82100,90310,28809,31690,29199,32120
2026-06-05,6281,6910,6236,6860,21536,23690,3354,3690,5745,6320,85754,94330,85881,94470,28799,31680,29181,32100
2026-06-04,6281,6910,6227,6850,21172,23290,3336,3670,5736,6310,87500,96250,87618,96380,28818,31700,29199,32120
2026-06-02,6309,6940,6254,6880,21009,23110,3263,3590,5636,6200,85900,94490,86027,94630,29181,32100,29563,32520
2026-06-01,6236,6860,6190,6810,20745,22820,3290,3620,5600,6160,84345,92780,84463,92910,28990,31890,29372,32310
2026-05-29,6172,6790,6090,6700,20809,22890,3290,3620,5590,6150,83563,91920,83690,92060,28945,31840,29327,32260
2026-05-28,6109,6720,6018,6620,20500,22550,3263,3590,5527,6080,82500,90750,82618,90880,28672,31540,29054,31960
2026-05-27,6172,6790,6081,6690,20700,22770,3290,3620,5581,6140,83218,91540,83336,91670,28781,31660,29154,32070
2026-05-26,6190,6810,6099,6710,20945,23040,3336,3670,5645,6210,83118,91430,83245,91570,28945,31840,29327,32260
2026-05-22,6127,6740,6036,6640,20563,22620,3318,3650,5581,6140,81018,89120,81136,89250,28472,31320,28845,31730
2026-05-21,6081,6690,5990,6590,20772,22850,3254,3580,5627,6190,82163,90380,82290,90520,28763,31640,29145,32060
2026-05-20,6045,6650,5954,6550,20390,22430,3199,3520,5554,6110,78500,86350,78627,86490,28599,31460,28981,31880
2026-05-19,5981,6580,5890,6480,20590,22650,3245,3570,5554,6110,79554,87510,79681,87650,28090,30900,28472,31320
2026-05-18,5981,6580,5890,6480,20554,22610,3236,3560,5572,6130,79436,87380,79563,87520,28009,30810,28390,31230
2026-05-15,6109,6720,6027,6630,21009,23110,3263,3590,5609,6170,82381,90620,82509,90760,28436,31280,28809,31690
2026-05-14,6090,6700,5999,6600,21318,23450,3263,3590,5518,6070,84490,92940,84618,93080,28836,31720,29209,32130
2026-05-13,5936,6530,5854,6440,21081,23190,3245,3570,5536,6090,82645,90910,82763,91040,28481,31330,28854,31740
2026-05-12,5899,6490,5818,6400,20745,22820,3172,3490,5390,5930,83045,91350,83172,91490,28581,31440,28945,31840
2026-05-11,5763,6340,5681,6250,20172,22190,3154,3470,5309,5840,80336,88370,80463,88510,28036,30840,28409,31250
2026-05-08,5663,6230,5581,6140,19663,21630,3127,3440,5300,5830,80472,88520,80590,88650,28072,30880,28436,31280
2026-05-07,5718,6290,5636,6200,19663,21630,3136,3450,5209,5730,79190,87110,79309,87240,28172,30990,28536,31390
2026-05-06,5863,6450,5781,6360,19381,21320,3136,3450,5190,5710,73563,80920,73681,81050,28972,31870,29345,32280
2026-05-04,5845,6430,5763,6340,19445,21390,3136,3450,5236,5760,74127,81540,74254,81680,28990,31890,29363,32300
2026-04-30,5772,6350,5672,6240,19500,21450,3136,3450,5163,5680,72945,80240,73027,80330,28745,31620,29118,32030
2026-04-29,5818,6400,5727,6300,19463,21410,3136,3450,5245,5770,73009,80310,73090,80400,28909,31800,29272,32200
2026-04-28,5890,6480,5790,6370,19727,21700,3136,3450,5281,5810,73518,80870,73600,80960,28372,31210,28736,31610
2026-04-27,5972,6570,5881,6470,20045,22050,3154,3470,5454,6000,75618,83180,75700,83270,28481,31330,28854,31740
2026-04-24,5999,6600,5899,6490,20081,22090,3145,3460,5409,5950,75227,82750,75309,82840,27999,30800,28372,31210
2026-04-23,5945,6540,5845,6430,20127,22140,3127,3440,5409,5950,75245,82770,75327,82860,27481,30230,27845,30630
2026-04-22,5818,6400,5727,6300,19709,21680,3118,3430,5336,5870,74136,81550,74218,81640,26990,29690,27354,30090
2026-04-21,5827,6410,5736,6310,19881,21870,3172,3490,5300,5830,75709,83280,75790,83370,27181,29900,27554,30310
2026-04-20,5854,6440,5754,6330,20090,22100,3145,3460,5390,5930,75990,83590,76072,83680,27099,29810,27472,30220
2026-04-17,5954,6550,5854,6440,19854,21840,3099,3410,5327,5860,74663,82130,74745,82220,27109,29820,27481,30230
2026-04-16,5918,6510,5827,6410,19827,21810,3109,3420,5272,5800,73890,81280,73972,81370,26936,29630,27299,30030
2026-04-15,5890,6480,5790,6370,20018,22020,3063,3370,5209,5730,75300,82830,75381,82920,27163,29880,27536,30290
2026-04-14,,,,,19736,21710,3072,3380,5200,5720,72563,79820,72645,79910,26563,29220,26936,29630
2026-04-13,,,,,19390,21330,3054,3360,5209,5730,71827,79010,71909,79100,25790,28370,26163,28780
2026-04-10,,,,,19036,20940,3063,3370,5181,5700,71509,78660,71590,78750,25572,28130,25945,28540
2026-04-09,5554,6110,5554,6110,18927,20820,3063,3370,5090,5600,70863,77950,70945,78040,25681,28250,26045,28650
2026-04-08,5754,6330,5754,6330,18781,20660,3145,3460,5245,5770,70027,77030,70109,77120,25745,28320,26118,28730
2026-04-07,,,,,18890,20780,3145,3460,5200,5720,70654,77720,70736,77810,25990,28590,26372,29010
2026-04-06,5754,6330,5745,6320,18881,20770,3136,3450,5200,5720,70600,77660,70681,77750,25972,28570,26354,28990
2026-04-03,5809,6390,5799,6380,19063,20970,3172,3490,5245,5770,71281,78410,71363,78500,26227,28850,26609,29270
2026-04-02,5818,6400,5818,6400,18927,20820,3145,3460,5218,5740,72045,79250,72127,79340,26090,28700,26472,29120
2026-04-01,5818,6400,5818,6400,19145,21060,3127,3440,5218,5740,72463,79710,72554,79810,26436,29080,26818,29500
2026-03-31,,,,,18818,20700,3109,3420,,,71700,78870,71900,79090,26399,29040,26781,29460
2026-03-30,5454,6000,5454,6000,18709,20580,3072,3380,,,69945,76940,70145,77160,26181,28800,26563,29220
2026-03-27,5400,5940,5400,5940,18609,20470,3063,3370,,,67345,74080,67554,74310,26254,28880,26627,29290
2026-03-26,5327,5860,5318,5850,18781,20660,3072,3380,,,68090,74900,68290,75120,26254,28880,26627,29290
2026-03-25,5327,5860,5327,5860,18363,20200,3036,3340,4800,5280,66872,73560,67072,73780,25590,28150,25963,28560
2026-03-24,5227,5750,5172,5690,18745,20620,3081,3390,,,67381,74120,67581,74340,26172,28790,26554,29210
2026-03-23,5200,5720,5145,5660,18172,19990,3045,3350,,,65681,72250,65890,72480,25790,28370,26163,28780
2026-03-20,5263,5790,5200,5720,18490,20340,3036,3340,,,66072,72680,66272,72900,25727,28300,26109,28720
2026-03-19,5409,5950,5354,5890,18627,20490,3027,3330,4872,5360,67600,74360,67800,74580,25672,28240,26045,28650
2026-03-18,5409,5950,5354,5890,19318,21250,3072,3380,5036,5540,70581,77640,70781,77860,25909,28500,26281,28910
2026-03-17,5454,6000,5400,5940,19509,21460,3036,3340,5118,5630,73245,80570,73445,80790,26381,29020,26754,29430
2026-03-16,5509,6060,5454,6000,19345,21280,3036,3340,5145,5660,71327,78460,71527,78680,26018,28620,26390,29030
2026-03-13,5581,6140,5527,6080,19509,21460,3063,3370,5109,5620,74354,81790,74554,82010,26499,29150,26872,29560
2026-03-12,5427,5970,5372,5910,19381,21320,3027,3330,5072,5580,73745,81120,73945,81340,26172,28790,26536,29190
2026-03-11,5354,5890,5300,5830,19572,21530,3045,3350,5145,5660,75090,82600,75281,82810,25918,28510,26281,28910
2026-03-10,5418,5960,5363,5900,19681,21650,3081,3390,5218,5740,76754,84430,76954,84650,26354,28990,26736,29410
2026-03-09,5472,6020,5418,5960,19327,21260,3081,3390,5118,5630,74827,82310,75027,82530,26027,28630,26399,29040
2026-03-06,5145,5660,5090,5600,19281,21210,3045,3350,4972,5470,74236,81660,74436,81880,25509,28060,25872,28460
2026-03-05,5254,5780,5200,5720,19654,21620,3081,3390,5163,5680,76318,83950,76518,84170,26045,28650,26418,29060
2026-03-04,5090,5600,5036,5540,19336,21270,3018,3320,5045,5550,72500,79750,72700,79970,25309,27840,25681,28250
2026-03-03,4890,5380,4836,5320,19163,21080,3009,3310,5018,5520,78390,86230,78590,86450,24899,27390,25263,27790
2026-02-27,4772,5250,4736,5210,19263,21190,3009,3310,5063,5570,78618,86480,78809,86690,25454,28000,25809,28390
2026-02-26,4790,5270,4754,5230,19327,21260,3027,3330,5072,5580,77790,85570,77990,85790,26072,28680,26427,29070
2026-02-25,4690,5160,4681,5150,19263,21190,2999,3300,5109,5620,73554,80910,73745,81120,26045,28650,26409,29050
2026-02-24,4672,5140,4663,5130,18809,20690,2990,3290,5063,5570,69654,76620,69845,76830,25118,27630,25472,28020
2026-02-23,4718,5190,4709,5180,19036,20940,3027,3330,5127,5640,68263,75090,68454,75300,25318,27850,25681,28250
2026-02-20,4663,5130,4654,5120,18772,20650,3009,3310,5063,5570,66800,73480,67000,73700,25209,27730,25563,28120
2026-02-19,4681,5150,4672,5140,18918,20810,3018,3320,5072,5580,67109,73820,67300,74030,25172,27690,25536,28090
2026-02-13,4681,5150,4672,5140,18800,20680,3027,3330,5090,5600,72254,79480,72445,79690,25318,27850,25681,28250
2026-02-12,4718,5190,4709,5180,19381,21320,3072,3380,5190,5710,72772,80050,72963,80260,26145,28760,26509,29160
2026-02-11,4736,5210,4727,5200,19418,21360,3063,3370,5209,5730,72700,79970,72890,80180,25736,28310,26099,28710
2026-02-10,4800,5280,4790,5270,19536,21490,3054,3360,5172,5690,72490,79740,72690,79960,25554,28110,25918,28510
2026-02-09,4772,5250,4763,5240,19400,21340,3063,3370,5163,5680,69445,76390,69636,76600,25327,27860,25699,28270
2026-02-06,4681,5150,4672,5140,19245,21170,3054,3360,5100,5610,69036,75940,69236,76160,25290,27820,25663,28230
2026-02-05,4681,5150,4672,5140,19200,21120,3027,3330,5045,5550,71109,78220,71300,78430,25399,27940,25763,28340
2026-02-04,4727,5200,4718,5190,19781,21760,3018,3320,5063,5570,73100,80410,73300,80630,25418,27960,25772,28350
2026-02-03,4709,5180,4700,5170,,,3063,3370,5136,5650,68800,75680,69000,75900,24845,27330,25209,27730
2026-02-02,4754,5230,4745,5220,,,3081,3390,5163,5680,75472,83020,75672,83240,26045,28650,26399,29040
2026-01-30,4845,5330,4836,5320,19536,21490,3054,3360,5109,5620,79345,87280,79545,87500,26399,29040,26754,29430
2026-01-29,4918,5410,4909,5400,18718,20590,3045,3350,5009,5510,80354,88390,80545,88600,26181,28800,26536,29190
2026-01-28,4927,5420,4909,5400,18918,20810,3109,3420,5081,5590,80090,88100,80290,88320,26490,29140,26845,29530
2026-01-27,4872,5360,4863,5350,19154,21070,3118,3430,5054,5560,78854,86740,79045,86950,26899,29590,27263,29990
2026-01-26,4936,5430,4927,5420,19381,21320,3163,3480,5009,5510,84027,92430,84218,92640,27727,30500,28090,30900
2026-01-23,4872,5360,4863,5350,18881,20770,3163,3480,4945,5440,77072,84780,77263,84990,26681,29350,27045,29750
2026-01-22,4863,5350,4845,5330,19054,20960,3163,3480,4890,5380,76509,84160,76709,84380,26709,29380,27081,29790
2026-01-21,4872,5360,4863,5350,19254,21180,3190,3510,4909,5400,73990,81390,74190,81610,26272,28900,26636,29300
2026-01-20,4981,5480,4963,5460,19454,21400,3227,3550,4963,5460,73518,80870,73718,81090,26963,29660,27336,30070
2026-01-19,4927,5420,4918,5410,19209,21130,3209,3530,4963,5460,71690,78860,71890,79080,26154,28770,26527,29180
2026-01-16,4954,5450,4945,5440,19572,21530,3281,3610,5109,5620,77390,85130,77590,85350,27545,30300,27909,30700
2026-01-15,5036,5540,5018,5520,19809,21790,3263,3590,5100,5610,79936,87930,80136,88150,27854,30640,28227,31050
2025-12-24,,,,,18127,19940,3090,3400,,,64663,71130,64863,71350,24690,27160,25054,27560
2025-12-23,,,,,17881,19670,3063,3370,4800,5280,64681,71150,64881,71370,23918,26310,24281,26710
2025-12-22,,,,,17763,19540,3072,3380,4772,5250,64872,71360,65072,71580,23154,25470,23527,25880
2025-12-19,,,,,17609,19370,3045,3350,4772,5250,64445,70890,64645,71110,22945,25240,23309,25640
2025-12-18,,,,,17572,19330,3045,3350,4800,5280,63609,69970,63809,70190,22599,24860,22972,25270
2025-12-17,4381,4820,4372,4810,17327,19060,3009,3310,4745,5220,61745,67920,61945,68140,22363,24600,22736,25010
2025-12-16,4345,4780,4336,4770,17354,19090,2990,3290,4781,5260,61372,67510,61572,67730,22390,24630,22763,25040
2025-12-15,4381,4820,4363,4800,17218,18940,3036,3340,5018,5520,62009,68210,62209,68430,22799,25080,23163,25480
2025-12-12,4372,4810,4354,4790,17436,19180,3072,3380,5254,5780,62599,68860,62799,69080,22845,25130,23209,25530
2025-12-11,4318,4750,4290,4720,16927,18620,3045,3350,5045,5550,59927,65920,60127,66140,22836,25120,23199,25520
2025-12-10,4300,4730,4281,4710,16836,18520,3054,3360,5072,5580,59809,65790,60009,66010,22990,25290,23354,25690
2025-12-09,4327,4760,4309,4740,17000,18700,3063,3370,5100,5610,59636,65600,59827,65810,23054,25360,23427,25770
2025-12-08,4354,4790,4327,4760,17018,18720,3081,3390,5072,5580,60018,66020,60218,66240,23236,25560,23599,25960
2025-12-05,4372,4810,4354,4790,16872,18560,3118,3430,5190,5710,60663,66730,60863,66950,23245,25570,23618,25980
2025-12-04,4345,4780,4327,4760,16918,18610,3081,3390,5054,5560,61118,67230,61318,67450,23118,25430,23481,25830
2025-12-03,4300,4730,4281,4710,16400,18040,3072,3380,5145,5660,58518,64370,58718,64590,23018,25320,23381,25720
2025-12-02,4354,4790,4327,4760,16563,18220,3090,3400,5227,5750,58809,64690,59009,64910,23218,25540,23590,25950
2025-12-01,4318,4750,4300,4730,16445,18090,3063,3370,5109,5620,58827,64710,59027,64930,23090,25400,23463,25810
2025-11-28,4254,4680,4245,4670,15990,17590,3063,3370,4936,5430,56927,62620,57136,62850,23245,25570,23609,25970
2025-11-27,4309,4740,4290,4720,16036,17640,3054,3360,5000,5500,56972,62670,57172,62890,23236,25560,23609,25970
2025-11-26,4236,4660,4218,4640,15881,17470,3072,3380,4863,5350,56509,62160,56709,62380,23427,25770,23799,26180
2025-11-25,4263,4690,4245,4670,15890,17480,3099,3410,4918,5410,56418,62060,56618,62280,23245,25570,23618,25980
2025-11-24,4218,4640,4209,4630,15845,17430,3109,3420,4890,5380,55609,61170,55809,61390,22872,25160,23245,25570
2025-11-21,4236,4660,4227,4650,15681,17250,3118,3430,4909,5400,55572,61130,55772,61350,22809,25090,23181,25500
2025-11-20,4209,4630,4200,4620,15654,17220,3118,3430,4872,5360,55327,60860,55527,61080,22981,25280,23354,25690
2025-11-19,4172,4590,4163,4580,15599,17160,3136,3450,4845,5330,55036,60540,55245,60770,22963,25260,23327,25660
2025-11-18,4236,4660,4227,4650,15881,17470,3154,3470,4800,5280,54681,60150,54881,60370,22854,25140,23227,25550
2025-11-17,4309,4740,4309,4740,16027,17630,3181,3500,4936,5430,54481,59930,54681,60150,23209,25530,23572,25930
2025-11-14,4400,4840,4390,4830,16281,17910,3218,3540,4945,5440,55690,61260,55890,61480,23499,25850,23872,26260
2025-11-13,4390,4830,4381,4820,16236,17860,3245,3570,4972,5470,55909,61500,56109,61720,23572,25930,23936,26330
2025-11-12,4363,4800,4354,4790,16027,17630,3199,3520,4936,5430,54718,60190,54918,60410,23536,25890,23899,26290
2025-11-11,4327,4760,4318,4750,15854,17440,3172,3490,5009,5510,53336,58670,53536,58890,23427,25770,23790,26170
2025-11-10,4318,4750,4309,4740,15799,17380,3172,3490,4954,5450,53245,58570,53445,58790,23454,25800,23818,26200
2025-11-07,4281,4710,4272,4700,15627,17190,3127,3440,4836,5320,52936,58230,53136,58450,23263,25590,23627,25990
2025-11-06,4309,4740,4300,4730,15663,17230,3090,3400,4827,5310,52727,58000,52927,58220,23272,25600,23636,26000
2025-11-05,4290,4720,4281,4710,15499,17050,3081,3390,4918,5410,52581,57840,52781,58060,23145,25460,23499,25850
2025-11-04,4327,4760,4318,4750,15681,17250,3063,3370,4890,5380,52599,57860,52799,58080,23090,25400,23454,25800
2025-11-03,4281,4710,4281,4710,15690,17260,3036,3340,4745,5220,52445,57690,52636,57900,23154,25470,23509,25860
2025-10-31,4318,4750,4309,4740,15790,17370,3054,3360,4745,5220,52090,57300,52281,57510,23190,25510,23545,25900
2025-10-30,4372,4810,4363,4800,16227,17850,3072,3380,4881,5370,52845,58130,53036,58340,23472,25820,23827,26210
2025-10-29,4400,4840,4390,4830,16090,17700,3081,3390,4918,5410,53363,58700,53554,58910,23463,25810,23827,26210
2025-10-28,4363,4800,4354,4790,15999,17600,3072,3380,4954,5450,52663,57930,52854,58140,23336,25670,23699,26070
2025-10-27,4354,4790,4345,4780,15963,17560,3063,3370,4890,5380,52681,57950,52881,58170,23563,25920,23927,26320
2025-10-24,4372,4810,4363,4800,15854,17440,3063,3370,4945,5440,52672,57940,52863,58150,23618,25980,23981,26380
2025-10-23,4263,4690,4245,4670,15481,17030,3009,3310,5090,5600,51663,56830,51854,57040,23154,25470,23509,25860
2025-10-22,4218,4640,4200,4620,15372,16910,2999,3300,4963,5460,51481,56630,51672,56840,23136,25450,23490,25840
2025-10-21,4190,4610,4172,4590,15381,16920,2981,3280,4827,5310,50954,56050,51145,56260,23063,25370,23418,25760
2025-10-20,4209,4630,4190,4610,15290,16820,2954,3250,4636,5100,50609,55670,50799,55880,22963,25260,23318,25650
2025-10-17,4218,4640,4209,4630,15327,16860,2945,3240,4681,5150,51554,56710,51745,56920,23099,25410,23454,25800
2025-10-16,4154,4570,4145,4560,15409,16950,2972,3270,4663,5130,51136,56250,51327,56460,23045,25350,23399,25740
2025-10-15,4172,4590,4163,4580,15463,17010,2990,3290,4609,5070,51218,56340,51409,56550,23127,25440,23481,25830
2025-10-14,4209,4630,4200,4620,15999,17600,2990,3290,4863,5350,51809,56990,51999,57200,23145,25460,23509,25860
2025-10-13,4163,4580,4154,4570,15145,16660,3036,3340,4681,5150,52327,57560,52518,57770,23190,25510,23545,25900
2025-09-26,3981,4380,3972,4370,14636,16100,2981,3280,4436,4880,49163,54080,49309,54240,22881,25170,23236,25560
2025-09-25,3963,4360,3954,4350,14718,16190,2954,3250,4454,4900,48809,53690,48954,53850,23018,25320,23372,25710
2025-09-24,3936,4330,3927,4320,14099,15510,2945,3240,4345,4780,48627,53490,48763,53640,22854,25140,23209,25530
2025-09-23,3954,4350,3945,4340,14099,15510,2936,3230,4354,4790,48199,53020,48345,53180,22654,24920,22999,25300
2025-09-22,3990,4390,3981,4380,14145,15560,2936,3230,4354,4790,48436,53280,48581,53440,22745,25020,23099,25410
2025-09-19,3999,4400,3981,4380,14009,15410,2936,3230,4345,4780,47554,52310,47699,52470,22654,24920,23009,25310
2025-09-18,3963,4360,3954,4350,14009,15410,2927,3220,4354,4790,48154,52970,48290,53120,22699,24970,23045,25350
2025-09-17,4027,4430,4018,4420,14190,15610,2918,3210,4445,4890,48872,53760,49018,53920,22718,24990,23063,25370
2025-09-16,4018,4420,4009,4410,14372,15810,2927,3220,4436,4880,48918,53810,49063,53970,22899,25190,23245,25570
2025-09-15,4009,4410,3999,4400,14181,15600,2954,3250,4409,4850,49490,54440,49636,54600,22836,25120,23190,25510
2025-09-12,3999,4400,3990,4390,14218,15640,2936,3230,4327,4760,49345,54280,49490,54440,22563,24820,22909,25200
2025-09-11,3909,4300,3899,4290,14118,15530,2909,3200,4290,4720,49009,53910,49154,54070,22454,24700,22799,25080
2025-09-10,3909,4300,3899,4290,13963,15360,2890,3180,4245,4670,48272,53100,48418,53260,22409,24650,22763,25040
2025-09-09,3909,4300,3899,4290,13990,15390,2927,3220,4281,4710,48718,53590,48863,53750,22636,24900,22981,25280
2025-09-08,3881,4270,3872,4260,13981,15380,2918,3210,4272,4700,48809,53690,48954,53850,22654,24920,22999,25300
2025-09-05,3872,4260,3863,4250,13999,15400,2918,3210,4245,4670,49245,54170,49390,54330,22681,24950,23036,25340
2025-09-04,3918,4310,3909,4300,14109,15520,2936,3230,4272,4700,49372,54310,49518,54470,22763,25040,23109,25420
2025-09-03,3918,4310,3909,4300,14099,15510,2927,3220,4272,4700,49499,54450,49645,54610,22645,24910,22990,25290
2025-09-02,3909,4300,3899,4290,13963,15360,2945,3240,4227,4650,49909,54900,50054,55060,22981,25280,23327,25660
2025-09-01,3899,4290,3890,4280,13963,15360,2927,3220,4190,4610,49909,54900,50054,55060,22909,25200,23254,25580
2025-08-29,3881,4270,3872,4260,13881,15270,2909,3200,4109,4520,49363,54300,49718,54690,22645,24910,22990,25290
2025-08-28,3899,4290,3890,4280,13872,15260,2927,3220,4100,4510,49381,54320,49745,54720,22581,24840,22936,25230
2025-08-27,3945,4340,3936,4330,13981,15380,2936,3230,4181,4600,48881,53770,49245,54170,22799,25080,23145,25460
2025-08-26,3890,4280,3881,4270,13827,15210,2927,3220,4154,4570,47781,52560,48136,52950,22372,24610,22718,24990
2025-08-25,3918,4310,3909,4300,13909,15300,2945,3240,4181,4600,48072,52880,48436,53280,22509,24760,22854,25140
2025-08-22,3872,4260,3863,4250,13863,15250,2918,3210,4118,4530,47636,52400,47999,52800,22336,24570,22690,24960
2025-08-21,3863,4250,3854,4240,13836,15220,2927,3220,4145,4560,47999,52800,48363,53200,22436,24680,22790,25070
2025-08-20,3818,4200,3809,4190,13718,15090,2899,3190,4090,4500,48090,52900,48454,53300,22300,24530,22645,24910
2025-08-19,3845,4230,3836,4220,13718,15090,2881,3170,4090,4500,47690,52460,48054,52860,22418,24660,22772,25050
2025-08-18,3863,4250,3854,4240,13745,15120,2890,3180,4109,4520,47545,52300,47899,52690,22372,24610,22718,24990
2025-08-14,3863,4250,3854,4240,13809,15190,2899,3190,4163,4580,47445,52190,47799,52580,22500,24750,22845,25130
2025-08-13,3890,4280,3881,4270,13927,15320,2963,3260,4209,4630,47963,52760,48327,53160,22736,25010,23081,25390
2025-08-12,3836,4220,3827,4210,13763,15140,2936,3230,4172,4590,47754,52530,48109,52920,22727,25000,23081,25390
2025-08-11,3881,4270,3872,4260,13836,15220,2963,3260,4181,4600,47527,52280,47881,52670,22500,24750,22845,25130
2025-08-08,3863,4250,3854,4240,13654,15020,2945,3240,4136,4550,47409,52150,47763,52540,22300,24530,22645,24910
2025-08-07,3881,4270,3872,4260,13727,15100,2936,3230,4118,4530,47172,51890,47536,52290,22454,24700,22799,25080
2025-08-06,3818,4200,3809,4190,13654,15020,2890,3180,4063,4470,47009,51710,47363,52100,22281,24510,22609,24870
2025-08-05,3790,4170,3781,4160,13718,15090,2863,3150,4045,4450,46836,51520,47199,51920,22300,24530,22627,24890
2025-08-04,3854,4240,3845,4230,13799,15180,2918,3210,4063,4470,47681,52450,48045,52850,22463,24710,22790,25070
2025-08-01,3809,4190,3799,4180,13627,14990,2890,3180,4072,4480,46236,50860,46599,51260,22145,24360,22472,24720
2025-07-31,3890,4280,3863,4250,13727,15100,2918,3210,4109,4520,47118,51830,47336,52070,23227,25550,23554,25910
2025-07-30,3927,4320,3890,4280,13936,15330,2972,3270,4154,4570,47872,52660,48099,52910,23781,26160,24109,26520
2025-07-29,3936,4330,3909,4300,13836,15220,2963,3260,4145,4560,47554,52310,47772,52550,23554,25910,23881,26270
2025-07-28,3936,4330,3899,4290,13763,15140,2954,3250,4145,4560,48009,52810,48227,53050,23563,25920,23881,26270
2025-07-25,3918,4310,3890,4280,13809,15190,2945,3240,4145,4560,48518,53370,48736,53610,23581,25940,23899,26290
2025-07-24,3954,4350,3927,4320,14009,15410,2981,3280,4200,4620,49318,54250,49536,54490,23936,26330,24263,26690
2025-07-23,3990,4390,3963,4360,14054,15460,2972,3270,4218,4640,48163,52980,48390,53230,24018,26420,24345,26780
2025-07-22,3981,4380,3945,4340,13972,15370,2972,3270,4200,4620,47999,52800,48218,53040,24018,26420,24345,26780
2025-07-21,3963,4360,3936,4330,13927,15320,2981,3280,4190,4610,47645,52410,47863,52650,23690,26060,24018,26420
2025-07-18,3890,4280,3854,4240,13763,15140,2918,3210,4063,4470,46918,51610,47145,51860,23509,25860,23836,26220
2025-07-17,3872,4260,3836,4220,13645,15010,2909,3200,3999,4400,46290,50920,46509,51160,23281,25610,23609,25970
2025-07-16,3863,4250,3827,4210,13627,14990,2927,3220,3963,4360,46799,51480,47018,51720,23354,25690,23672,26040
2025-07-15,3872,4260,3845,4230,13581,14940,2936,3230,4018,4420,47154,51870,47372,52110,23245,25570,23572,25930
2025-07-14,3881,4270,3845,4230,13636,15000,2945,3240,4018,4420,47281,52010,47499,52250,23354,25690,23672,26040
2025-07-11,3872,4260,3836,4220,13663,15030,2981,3280,4063,4470,46981,51680,47199,51920,23390,25730,23718,26090
2025-07-10,3863,4250,3836,4220,13645,15010,3018,3320,4027,4430,46763,51440,46981,51680,23036,25340,23354,25690
2025-07-09,3836,4220,3799,4180,13836,15220,2990,3290,3963,4360,46636,51300,46845,51530,23009,25310,23327,25660
2025-07-08,3809,4190,3781,4160,13927,15320,2963,3260,3899,4290,46509,51160,46727,51400,23190,25510,23518,25870
2025-07-07,3818,4200,3790,4170,13945,15340,2981,3280,3936,4330,46918,51610,47127,51840,23272,25600,23590,25950
2025-07-04,3827,4210,3799,4180,14027,15430,2981,3280,3963,4360,46927,51620,47145,51860,23445,25790,23763,26140
2025-07-03,3854,4240,3818,4200,14109,15520,2972,3270,3972,4370,46727,51400,46945,51640,23236,25560,23554,25910
2025-07-02,3818,4200,3790,4170,13999,15400,2927,3220,3909,4300,46545,51200,46754,51430,23045,25350,23363,25700
2025-07-01,3799,4180,3772,4150,13936,15330,2927,3220,3954,4350,46654,51320,46863,51550,22954,25250,23272,25600
2025-06-30,3836,4220,3790,4170,14109,15520,2954,3250,4027,4430,46954,51650,47190,51910,23136,25450,23454,25800
2025-06-27,3818,4200,3772,4150,14245,15670,2945,3240,4009,4410,46890,51580,47127,51840,23072,25380,23390,25730
2025-06-26,3790,4170,3754,4130,13745,15120,2945,3240,3918,4310,46209,50830,46445,51090,22972,25270,23290,25620
2025-06-25,3818,4200,3772,4150,13736,15110,2918,3210,3872,4260,44927,49420,45163,49680,22718,24990,23045,25350
2025-06-24,3918,4310,3872,4260,14154,15570,2954,3250,,,46299,50930,46536,51190,22963,25260,23290,25620
2025-06-23,3809,4190,3763,4140,13909,15300,2890,3180,3818,4200,45709,50280,45954,50550,22945,25240,23263,25590
2025-06-20,3790,4170,3754,4130,13836,15220,2918,3210,3863,4250,45127,49640,45363,49900,23245,25570,23572,25930
2025-06-19,3809,4190,3763,4140,13745,15120,2899,3190,3827,4210,45127,49640,45363,49900,23054,25360,23372,25710
