date,알루미늄_서구산_excl,알루미늄_서구산_incl,알루미늄_비서구산_excl,알루미늄_비서구산_incl,구리_9999pct이상_excl,구리_9999pct이상_incl,납_9999pct이상_excl,납_9999pct이상_incl,아연_excl,아연_incl,주석_9985pct이상_excl,주석_9985pct이상_incl,주석_9999pct이상_excl,주석_9999pct이상_incl,니켈_합금용_excl,니켈_합금용_incl,니켈_도금용_excl,니켈_도금용_incl
2015-04-08,2372,2610,2363,2600,6809,7490,2300,2530,2527,2780,18663,20530,18854,20740,14209,15630,14236,15660
2015-04-07,2363,2600,2354,2590,6699,7370,2263,2490,2490,2740,18645,20510,18827,20710,14681,16150,14709,16180
2015-04-06,2381,2620,2372,2610,6745,7420,2281,2510,2509,2760,18781,20660,18972,20870,14790,16270,14818,16300
2015-04-03,2390,2630,2372,2610,6763,7440,2281,2510,2518,2770,18827,20710,19018,20920,14827,16310,14854,16340
2015-04-02,2390,2630,2381,2620,6881,7570,2272,2500,2500,2750,18690,20560,18881,20770,14563,16020,14590,16050
2015-04-01,2418,2660,2409,2650,6918,7610,2254,2480,2490,2740,18845,20730,19036,20940,14309,15740,14336,15770
2015-03-31,2427,2670,2418,2660,6936,7630,2236,2460,2536,2790,19272,21200,19463,21410,14890,16380,14909,16400
2015-03-30,2409,2650,2400,2640,6899,7590,2236,2460,2509,2760,19418,21360,19609,21570,15318,16850,15336,16870
2015-03-27,2427,2670,2418,2660,7054,7760,2272,2500,2527,2780,19454,21400,19645,21610,15845,17430,15863,17450
2015-03-26,2400,2640,2381,2620,6963,7660,2254,2480,2500,2750,19600,21560,19790,21770,15727,17300,15736,17310
2015-03-25,2418,2660,2409,2650,7009,7710,2272,2500,2518,2770,19854,21840,20036,22040,16090,17700,16099,17710
2015-03-24,2445,2690,2436,2680,7045,7750,2281,2510,2536,2790,20154,22170,20345,22380,16627,18290,16645,18310
2015-03-23,2472,2720,2454,2700,7018,7720,2236,2460,2527,2780,19909,21900,20100,22110,16700,18370,16709,18380
2015-03-20,2445,2690,2427,2670,6754,7430,2145,2360,2481,2730,19463,21410,19654,21620,16081,17690,16090,17700
2015-03-19,2445,2690,2436,2680,6627,7290,2127,2340,2472,2720,19545,21500,19736,21710,15954,17550,15972,17570
2015-03-18,2481,2730,2463,2710,6745,7420,2163,2380,2500,2750,20081,22090,20281,22310,16181,17800,16190,17810
2015-03-17,2463,2710,2454,2700,6827,7510,2200,2420,2500,2750,20336,22370,20536,22590,16436,18080,16454,18100
2015-03-16,2454,2700,2445,2690,6827,7510,2227,2450,2500,2750,20009,22010,20200,22220,16627,18290,16645,18310
2015-03-13,2418,2660,2400,2640,6799,7480,2272,2500,2490,2740,19872,21860,20063,22070,16336,17970,16354,17990
2015-03-12,2409,2650,2400,2640,6672,7340,2263,2490,2472,2720,20100,22110,20300,22330,16190,17810,16209,17830
2015-03-11,2418,2660,2409,2650,6690,7360,2254,2480,2490,2740,20454,22500,20645,22710,16445,18090,16454,18100
2015-03-10,2436,2680,2427,2670,6745,7420,2272,2500,2490,2740,20718,22790,20909,23000,16800,18480,16809,18490
2015-03-09,2409,2650,2400,2640,6518,7170,2218,2440,2436,2680,20363,22400,20554,22610,16445,18090,16463,18110
2015-03-06,2436,2680,2427,2670,6636,7300,2218,2440,2445,2690,20454,22500,20645,22710,16299,17930,16309,17940
2015-03-05,2427,2670,2418,2660,6618,7280,2154,2370,2445,2690,20000,22000,20190,22210,15954,17550,15972,17570
2015-03-04,2418,2660,2409,2650,6590,7250,2127,2340,2445,2690,20036,22040,20227,22250,15645,17210,15663,17230
2015-03-03,2436,2680,2427,2670,6709,7380,2127,2340,2490,2740,20063,22070,20254,22280,15909,17500,15918,17510
2015-03-02,2445,2690,2436,2680,6699,7370,2100,2310,2500,2750,20200,22220,20390,22430,16136,17750,16154,17770
2015-02-27,2436,2680,2427,2670,6681,7350,2127,2340,2509,2760,20345,22380,20536,22590,16436,18080,16445,18090
2015-02-26,2427,2670,2418,2660,6563,7220,2118,2330,2500,2750,20409,22450,20600,22660,16463,18110,16481,18130
2015-02-25,2463,2710,2454,2700,6627,7290,2172,2390,2545,2800,20581,22640,20772,22850,16590,18250,16609,18270
2015-02-24,2436,2680,2427,2670,6418,7060,2154,2370,2509,2760,20418,22460,20609,22670,16327,17960,16336,17970
2015-02-23,2427,2670,2418,2660,6409,7050,2154,2370,2500,2750,20209,22230,20400,22440,16036,17640,16054,17660
2015-02-17,2463,2710,2445,2690,6472,7120,2227,2450,2590,2850,20472,22520,20663,22730,16754,18430,16772,18450
2015-02-16,2472,2720,2454,2700,6427,7070,2227,2450,2581,2840,20545,22600,20727,22800,16727,18400,16736,18410
2015-02-13,2500,2750,2490,2740,6509,7160,2245,2470,2609,2870,20500,22550,20690,22760,17000,18700,17018,18720
2015-02-12,2445,2690,2436,2680,6272,6900,,,2572,2830,19872,21860,20054,22060,16845,18530,16863,18550
2015-02-11,2445,2690,2436,2680,6227,6850,2200,2420,2545,2800,20318,22350,20509,22560,16809,18490,16818,18500
2015-02-10,2527,2780,2509,2760,6345,6980,2227,2450,2590,2850,20518,22570,20700,22770,17118,18830,17127,18840
2015-02-09,2509,2760,2500,2750,6299,6930,2218,2440,2581,2840,20690,22760,20881,22970,17127,18840,17136,18850
2015-02-06,2527,2780,2518,2770,6381,7020,2218,2440,2563,2820,21209,23330,21400,23540,17072,18780,17090,18800
2015-02-05,2500,2750,2490,2740,6336,6970,2227,2450,2545,2800,21118,23230,21309,23440,16918,18610,16927,18620
2015-02-04,2545,2800,2536,2790,6390,7030,2236,2460,2590,2850,21409,23550,21600,23760,17327,19060,17345,19080
2015-02-03,2536,2790,2527,2780,6218,6840,2245,2470,2609,2870,21327,23460,21518,23670,17445,19190,17454,19200
2015-02-02,2518,2770,2500,2750,6172,6790,2236,2460,2572,2830,21327,23460,21518,23670,17109,18820,17118,18830
2015-01-30,2463,2710,2454,2700,6063,6670,2236,2460,2536,2790,21500,23650,21690,23860,16890,18580,16900,18590
2015-01-29,2481,2730,2463,2710,6099,6710,2245,2470,2545,2800,21390,23530,21572,23730,16900,18590,16918,18610
2015-01-28,2472,2720,2463,2710,6009,6610,2218,2440,2527,2780,21372,23510,21554,23710,16545,18200,16554,18210
2015-01-27,2509,2760,2500,2750,6218,6840,2218,2440,2563,2820,21709,23880,21900,24090,16518,18170,16527,18180
2015-01-26,2463,2710,2445,2690,6154,6770,2200,2420,2527,2780,21654,23820,21836,24020,16136,17750,16145,17760
2015-01-23,2509,2760,2490,2740,6318,6950,2254,2480,2545,2800,21709,23880,21890,24080,16690,18360,16700,18370
2015-01-22,2509,2760,2500,2750,6418,7060,2281,2510,2581,2840,21527,23680,21709,23880,16863,18550,16872,18560
2015-01-21,2490,2740,2481,2730,6363,7000,2281,2510,2545,2800,21700,23870,21890,24080,16663,18330,16681,18350
2015-01-20,2436,2680,2427,2670,6290,6920,2181,2400,2500,2750,21363,23500,21545,23700,16181,17800,16190,17810
2015-01-19,2463,2710,2454,2700,6345,6980,2181,2400,2518,2770,21400,23540,21581,23740,16500,18150,16509,18160
2015-01-16,2409,2650,2400,2640,6290,6920,2109,2320,2490,2740,21500,23650,21681,23850,16254,17880,16263,17890
2015-01-15,2390,2630,2381,2620,6218,6840,2090,2300,2454,2700,21490,23640,21672,23840,16054,17660,16063,17670
2015-01-14,2409,2650,2400,2640,6581,7240,2163,2380,2509,2760,21700,23870,21890,24080,16445,18090,16454,18100
2015-01-13,2418,2660,2409,2650,6736,7410,2200,2420,2572,2830,22081,24290,22272,24500,16890,18580,16909,18600
2015-01-12,2436,2680,2427,2670,6863,7550,2218,2440,2609,2870,21881,24070,22063,24270,17254,18980,17263,18990
2015-01-09,2472,2720,2463,2710,6918,7610,2218,2440,2627,2890,22272,24500,22454,24700,17636,19400,17654,19420
2015-01-08,2427,2670,2418,2660,6945,7640,2218,2440,2609,2870,22236,24460,22427,24670,17681,19450,17690,19460
2014-12-30,2454,2700,2490,2740,7145,7860,2200,2420,2627,2890,,,21772,23950,17172,18890,17181,18900
2014-12-29,2463,2710,2490,2740,7145,7860,2236,2460,2645,2910,,,21536,23690,17509,19260,17518,19270
2014-12-26,2472,2720,2500,2750,7163,7880,2245,2470,2654,2920,,,21618,23780,17572,19330,17581,19340
2014-12-24,2481,2730,2509,2760,7190,7910,2245,2470,2663,2930,,,20900,22990,17700,19470,17709,19480
2014-12-23,2472,2720,2509,2760,7172,7890,2245,2470,2654,2920,21309,23440,21490,23640,17818,19600,17836,19620
2014-12-22,2518,2770,2545,2800,7263,7990,2263,2490,2681,2950,21545,23700,21736,23910,17863,19650,17872,19660
2014-12-19,2518,2770,2545,2800,7163,7880,2245,2470,2609,2870,21454,23600,21636,23800,17909,19700,17936,19730
2014-12-18,2518,2770,2545,2800,7181,7900,2254,2480,2609,2870,21709,23880,21890,24080,17772,19550,17800,19580
2014-12-17,2481,2730,2509,2760,7118,7830,2272,2500,2590,2850,22190,24410,22372,24610,18045,19850,18072,19880
2014-12-16,2527,2780,2518,2770,7236,7960,2354,2590,2654,2920,22854,25140,23045,25350,18745,20620,18772,20650
2014-12-15,2554,2810,2545,2800,7372,8110,2400,2640,2690,2960,22927,25220,23099,25410,19072,20980,19100,21010
2014-12-12,2572,2830,2554,2810,7327,8060,2381,2620,2681,2950,22872,25160,23054,25360,18590,20450,18618,20480
2014-12-11,2581,2840,2572,2830,7290,8020,2418,2660,2672,2940,22718,24990,22909,25200,18663,20530,18690,20560
2014-12-10,2618,2880,2609,2870,7390,8130,2445,2690,2736,3010,23172,25490,23345,25680,19000,20900,19027,20930
2014-12-09,2636,2900,2618,2880,7372,8110,2481,2730,2745,3020,23281,25610,23454,25800,19327,21260,19354,21290
2014-12-08,2654,2920,2645,2910,7409,8150,2481,2730,2763,3040,22927,25220,23090,25400,19400,21340,19427,21370
2014-12-05,2672,2940,2663,2930,7445,8190,2481,2730,2772,3050,23172,25490,23345,25680,19781,21760,19809,21790
2014-12-04,2636,2900,2627,2890,7318,8050,2463,2710,2736,3010,23190,25510,23354,25690,19154,21070,19181,21100
2014-12-03,2645,2910,2636,2900,7318,8050,2454,2700,2727,3000,22999,25300,23172,25490,18763,20640,18790,20670
2014-12-02,2727,3000,2718,2990,7409,8150,2500,2750,2763,3040,23054,25360,23218,25540,18845,20730,18872,20760
2014-12-01,2700,2970,2690,2960,7254,7980,2454,2700,2700,2970,22890,25180,23081,25390,18727,20600,18754,20630
2014-11-28,2727,3000,2718,2990,7418,8160,2472,2720,2727,3000,22690,24960,22881,25170,18654,20520,18681,20550
2014-11-27,2754,3030,2745,3020,7490,8240,2490,2740,2763,3040,22890,25180,23081,25390,18781,20660,18809,20690
2014-11-26,2800,3080,2781,3060,7536,8290,2481,2730,2763,3040,22854,25140,23045,25350,19027,20930,19054,20960
2014-11-25,2790,3070,2781,3060,7645,8410,2500,2750,2818,3100,23163,25480,23336,25670,19209,21130,19236,21160
2014-11-24,2790,3070,2781,3060,7709,8480,2509,2760,2827,3110,23409,25750,23572,25930,19209,21130,19236,21160
2014-11-21,2772,3050,2763,3040,7663,8430,2472,2720,2781,3060,23090,25400,23263,25590,18927,20820,18954,20850
2014-11-20,2727,3000,2718,2990,7627,8390,2454,2700,2754,3030,22154,24370,22336,24570,18545,20400,18572,20430
2014-11-19,2709,2980,2700,2970,7527,8280,2427,2670,2736,3010,21963,24160,22154,24370,17872,19660,17909,19700
2014-11-18,2718,2990,2709,2980,7563,8320,2445,2690,2727,3000,22018,24220,22209,24430,17945,19740,17972,19770
2014-11-17,2718,2990,2709,2980,7609,8370,2445,2690,2754,3030,22181,24400,22372,24610,17818,19600,17845,19630
2014-11-14,2727,3000,2718,2990,7527,8280,2427,2670,2736,3010,22227,24450,22418,24660,17545,19300,17572,19330
2014-11-13,2754,3030,2745,3020,7545,8300,2445,2690,2763,3040,22500,24750,22690,24960,17763,19540,17790,19570
2014-11-12,2745,3020,2736,3010,7572,8330,2445,2690,2754,3030,22627,24890,22818,25100,17590,19350,17618,19380
2014-11-11,2709,2980,2700,2970,7499,8250,2427,2670,2718,2990,22336,24570,22518,24770,17281,19010,17309,19040
2014-11-10,2754,3030,2745,3020,7627,8390,2445,2690,2736,3010,22718,24990,22909,25200,17627,19390,17654,19420
2014-11-07,2754,3030,2745,3020,7499,8250,2390,2630,2700,2970,22227,24450,22418,24660,17545,19300,17572,19330
2014-11-06,2736,3010,2718,2990,7472,8220,2372,2610,2690,2960,21863,24050,22054,24260,17345,19080,17372,19110
2014-11-05,2718,2990,2700,2970,7418,8160,2363,2600,2709,2980,21645,23810,21827,24010,17181,18900,17209,18930
2014-11-04,2718,2990,2709,2980,7472,8220,2381,2620,2763,3040,21772,23950,21954,24150,17627,19390,17654,19420
2014-11-03,2690,2960,2681,2950,7418,8160,2354,2590,2754,3030,21590,23750,21772,23950,17600,19360,17627,19390
2014-10-31,2645,2910,2627,2890,7381,8120,2336,2570,2718,2990,21781,23960,21963,24160,17300,19030,17327,19060
2014-10-30,2618,2880,2600,2860,7409,8150,2354,2590,2690,2960,21636,23800,21818,24000,17054,18760,17081,18790
2014-10-29,2572,2830,2563,2820,7409,8150,2345,2580,2645,2910,21418,23560,21600,23760,16963,18660,16990,18690
2014-10-28,2563,2820,2554,2810,7345,8080,2336,2570,2654,2920,21136,23250,21318,23450,16181,17800,16227,17850
2014-10-27,2554,2810,2545,2800,7345,8080,2327,2560,2672,2940,21127,23240,21309,23440,16509,18160,16545,18200
2014-10-24,2581,2840,2572,2830,7327,8060,2363,2600,2663,2930,21045,23150,21227,23350,16627,18290,16663,18330
2014-10-23,2590,2850,2581,2840,7227,7950,2363,2600,2654,2920,21027,23130,21200,23320,16618,18280,16654,18320
2014-10-22,2572,2830,2563,2820,7281,8010,2354,2590,2609,2870,21036,23140,21218,23340,16763,18440,16800,18480
2014-10-21,2563,2820,2554,2810,7199,7920,2381,2620,2627,2890,21027,23130,21209,23330,16909,18600,16954,18650
2014-10-20,2572,2830,2563,2820,7327,8060,2409,2650,2681,2950,21090,23200,21272,23400,17372,19110,17409,19150
2014-10-17,2490,2740,2481,2730,7199,7920,2336,2570,2636,2900,20945,23040,21127,23240,17045,18750,17081,18790
2014-10-16,2500,2750,2490,2740,7299,8030,2381,2620,2700,2970,21354,23490,21536,23690,17454,19200,17500,19250
2014-10-15,2527,2780,2518,2770,7499,8250,2436,2680,2781,3060,21418,23560,21609,23770,18036,19840,18081,19890
2014-10-14,2536,2790,2518,2770,7445,8190,2463,2710,2781,3060,22036,24240,22218,24440,18218,20040,18245,20070
2014-10-13,2527,2780,2518,2770,7372,8110,2463,2710,2763,3040,22154,24370,22336,24570,18181,20000,18209,20030
2014-10-10,2554,2810,2545,2800,7472,8220,2490,2740,2800,3080,22236,24460,22418,24660,18572,20430,18600,20460
2014-10-08,2536,2790,2527,2780,7354,8090,2472,2720,2763,3040,22200,24420,22381,24620,18736,20610,18763,20640
2014-10-07,2427,2670,2418,2660,7136,7850,2409,2650,2654,2920,21590,23750,21772,23950,17827,19610,17854,19640
2014-10-06,2409,2650,2400,2640,7090,7800,2381,2620,2609,2870,21463,23610,21636,23800,17672,19440,17700,19470
2014-10-02,2409,2650,2400,2640,7136,7850,2390,2630,2609,2870,21454,23600,21636,23800,17190,18910,17218,18940
2014-10-01,2454,2700,2445,2690,7127,7840,2400,2640,2636,2900,21427,23570,21609,23770,17427,19170,17454,19200
2014-09-30,2445,2690,2436,2680,7172,7890,2390,2630,2609,2870,21436,23580,21609,23770,17736,19510,17763,19540
2014-09-29,2427,2670,2418,2660,7145,7860,2363,2600,2590,2850,21563,23720,21745,23920,18054,19860,18081,19890
2014-09-26,2436,2680,2427,2670,7118,7830,2363,2600,2590,2850,21809,23990,21981,24180,18409,20250,18436,20280
2014-09-25,2454,2700,2454,2700,7163,7880,2381,2620,2600,2860,22354,24590,22527,24780,18481,20330,18509,20360
2014-09-24,2445,2690,2436,2680,7154,7870,2363,2600,2572,2830,22254,24480,22427,24670,18190,20010,18218,20040
2014-09-23,2445,2690,2436,2680,7118,7830,2345,2580,2545,2800,22136,24350,22309,24540,18000,19800,18027,19830
2014-09-22,2445,2690,2436,2680,7236,7960,2363,2600,2581,2840,22336,24570,22509,24760,18772,20650,18790,20670
2014-09-19,2454,2700,2445,2690,7236,7960,2354,2590,2572,2830,22227,24450,22400,24640,18909,20800,18927,20820
2014-09-18,2463,2710,2463,2710,7327,8060,2390,2630,2572,2830,22118,24330,22290,24520,19081,20990,19100,21010
2014-09-17,2500,2750,2490,2740,7299,8030,2400,2640,2590,2850,22163,24380,22336,24570,19100,21010,19127,21040
2014-09-16,2436,2680,2427,2670,7199,7920,2381,2620,2554,2810,22036,24240,22209,24430,19009,20910,19036,20940
2014-09-15,2481,2730,2472,2720,7199,7920,2400,2640,2581,2840,22209,24430,22381,24620,19363,21300,19390,21330
2014-09-12,2490,2740,2481,2730,7190,7910,2400,2640,2563,2820,21990,24190,22163,24380,19390,21330,19418,21360
2014-09-11,2509,2760,2500,2750,7227,7950,2390,2630,2609,2870,21900,24090,22081,24290,19709,21680,19736,21710
2014-09-05,2572,2830,2563,2820,7281,8010,2509,2760,2709,2980,22409,24650,22581,24840,20400,22440,20427,22470
2014-09-04,2545,2800,2536,2790,7263,7990,2500,2750,2681,2950,22245,24470,22427,24670,20072,22080,20100,22110
2014-09-03,2581,2840,2563,2820,7318,8050,2536,2790,2690,2960,22418,24660,22590,24850,19536,21490,19554,21510
2014-09-02,2572,2830,2563,2820,7309,8040,2527,2780,2681,2950,22554,24810,22727,25000,19727,21700,19754,21730
2014-09-01,2572,2830,2563,2820,7345,8080,2536,2790,2681,2950,22781,25060,22954,25250,19781,21760,19809,21790
2014-08-29,2572,2830,2563,2820,7309,8040,2545,2800,2672,2940,22699,24970,22872,25160,19663,21630,19690,21660
2014-08-28,2572,2830,2563,2820,7418,8160,2554,2810,2681,2950,22681,24950,22863,25150,19863,21850,19890,21880
2014-08-27,2554,2810,2545,2800,7427,8170,2545,2800,2681,2950,22963,25260,23118,25430,19972,21970,20000,22000
2014-08-26,2554,2810,2536,2790,7472,8220,2563,2820,2681,2950,23145,25460,23309,25640,19818,21800,19845,21830
2014-08-25,2554,2810,2536,2790,7472,8220,2563,2820,2681,2950,23145,25460,23309,25640,19818,21800,19845,21830
2014-08-22,2545,2800,2536,2790,7409,8150,2563,2820,2690,2960,23227,25550,23381,25720,19900,21890,19927,21920
2014-08-21,2554,2810,2545,2800,7409,8150,2572,2830,2681,2950,23454,25800,23609,25970,20027,22030,20045,22050
2014-08-20,2518,2770,2509,2760,7263,7990,2536,2790,2618,2880,23445,25790,23599,25960,19609,21570,19636,21600
2014-08-19,2518,2770,2509,2760,7336,8070,2518,2770,2609,2870,23563,25920,23718,26090,19627,21590,19645,21610
2014-08-18,2490,2740,2481,2730,7281,8010,2518,2770,2600,2860,23599,25960,23754,26130,19809,21790,19836,21820
2014-08-14,2509,2760,2500,2750,7290,8020,2527,2780,2600,2860,23518,25870,23699,26070,19690,21660,19718,21690
2014-08-13,2536,2790,2527,2780,7381,8120,2572,2830,2654,2920,23599,25960,23772,26150,19890,21880,19918,21910
2014-08-12,2518,2770,2509,2760,7409,8150,2572,2830,2627,2890,23527,25880,23699,26070,19790,21770,19818,21800
2014-08-11,2518,2770,2509,2760,7409,8150,2554,2810,2627,2890,23536,25890,23709,26080,19700,21670,19727,21700
2014-08-08,2518,2770,2509,2760,7409,8150,2590,2850,2654,2920,23536,25890,23709,26080,20054,22060,20081,22090
2014-08-07,2509,2760,2509,2760,7372,8110,2563,2820,2690,2960,23399,25740,23581,25940,19881,21870,19900,21890
2014-08-06,2500,2750,2490,2740,7463,8210,2545,2800,2718,2990,23627,25990,23809,26190,19554,21510,19581,21540
2014-08-05,2481,2730,2472,2720,7445,8190,2563,2820,2700,2970,23254,25580,23427,25770,19409,21350,19427,21370
2014-08-04,2427,2670,2418,2660,7399,8140,2500,2750,2645,2910,23309,25640,23490,25840,19318,21250,19336,21270
2014-08-01,2445,2690,2436,2680,7445,8190,2509,2760,2681,2950,23718,26090,23890,26280,19418,21360,19445,21390
2014-07-31,2481,2730,2472,2720,7472,8220,2536,2790,2700,2970,23772,26150,23954,26350,19845,21830,19872,21860
2014-07-30,2436,2680,2427,2670,7418,8160,2545,2800,2681,2950,23781,26160,23954,26350,19518,21470,19545,21500
2014-07-29,2472,2720,2463,2710,7445,8190,2581,2840,2727,3000,23527,25880,23709,26080,19681,21650,19709,21680
2014-07-28,2454,2700,2445,2690,7445,8190,2545,2800,2709,2980,23354,25690,23527,25880,20090,22100,20118,22130
2014-07-25,2481,2730,2472,2720,7490,8240,2509,2760,2700,2970,23263,25590,23436,25780,20045,22050,20072,22080
2014-07-24,2472,2720,2463,2710,7354,8090,2481,2730,2672,2940,23090,25400,23272,25600,19927,21920,19954,21950
2014-07-23,2500,2750,2490,2740,7345,8080,2490,2740,2672,2940,22981,25280,23154,25470,19972,21970,20000,22000
2014-07-22,2454,2700,2445,2690,7336,8070,2472,2720,2645,2910,23090,25400,23263,25590,19690,21660,19718,21690
2014-07-21,2418,2660,2409,2650,7299,8030,2454,2700,2600,2860,23027,25330,23172,25490,19527,21480,19554,21510
2014-07-18,2427,2670,2418,2660,7372,8110,2454,2700,2609,2870,23027,25330,23199,25520,20081,22090,20109,22120
2014-07-17,2400,2640,2390,2630,7381,8120,2463,2710,2600,2860,22999,25300,23172,25490,20181,22200,20200,22220
2014-07-16,2390,2630,2381,2620,7436,8180,2472,2720,2600,2860,23072,25380,23245,25570,20200,22220,20227,22250
2014-07-15,2363,2600,2363,2600,7427,8170,2481,2730,2609,2870,23063,25370,23236,25560,20227,22250,20254,22280
2014-07-14,2363,2600,2354,2590,7481,8230,2472,2720,2609,2870,22999,25300,23127,25440,20263,22290,20290,22320
2014-07-11,2345,2580,2336,2570,7490,8240,2463,2710,2581,2840,22963,25260,23090,25400,20136,22150,20163,22180
2014-07-10,2363,2600,2354,2590,7445,8190,2463,2710,2600,2860,23199,25520,23336,25670,20409,22450,20427,22470
2014-07-09,2363,2600,2354,2590,7445,8190,2472,2720,2590,2850,23427,25770,23563,25920,20663,22730,20681,22750
2014-07-08,2336,2570,2327,2560,7427,8170,2436,2680,2563,2820,23609,25970,23745,26120,20181,22200,20209,22230
2014-07-07,2336,2570,2327,2560,7463,8210,2427,2670,2536,2790,23718,26090,23845,26230,20263,22290,20290,22320
2014-07-04,2354,2590,2336,2570,7481,8230,2445,2690,2536,2790,23845,26230,23972,26370,20745,22820,20772,22850
2014-07-03,2336,2570,2327,2560,7436,8180,2454,2700,2545,2800,23972,26370,24099,26510,20500,22550,20527,22580
2014-07-02,2300,2530,2290,2520,7345,8080,2418,2660,2481,2730,23736,26110,23872,26260,19990,21990,20018,22020
2014-07-01,2300,2530,2290,2520,7336,8070,2418,2660,2518,2770,23481,25830,23609,25970,19900,21890,19927,21920
2014-06-30,2318,2550,2309,2540,7354,8090,2436,2680,2518,2770,23499,25850,23654,26020,20018,22020,20036,22040
2014-06-27,2327,2560,2318,2550,7363,8100,2454,2700,2509,2760,23618,25980,23772,26150,19890,21880,19918,21910
2014-06-26,2336,2570,2327,2560,7318,8050,2445,2690,2500,2750,23699,26070,23854,26240,19645,21610,19672,21640
2014-06-25,2336,2570,2318,2550,7290,8020,2463,2710,2490,2740,23772,26150,23927,26320,19181,21100,19209,21130
2014-06-24,2318,2550,2309,2540,7290,8020,2454,2700,2509,2760,23754,26130,23909,26300,19481,21430,19509,21460
2014-06-23,2318,2550,2309,2540,7209,7930,2409,2650,2500,2750,23772,26150,23936,26330,19463,21410,19490,21440
2014-06-20,2318,2550,2309,2540,7109,7820,2409,2650,2472,2720,23799,26180,23954,26350,19618,21580,19636,21600
2014-06-19,2300,2530,2290,2520,7081,7790,2400,2640,2454,2700,23799,26180,23954,26350,19809,21790,19836,21820
2014-06-18,2272,2500,2263,2490,7090,7800,2390,2630,2436,2680,23754,26130,23909,26300,20200,22220,20227,22250
2014-06-17,2272,2500,2263,2490,7099,7810,2381,2620,2418,2660,23663,26030,23818,26200,19709,21680,19736,21710
2014-06-16,2272,2500,2263,2490,7063,7770,2354,2590,2400,2640,23836,26220,23990,26390,19109,21020,19127,21040
2014-06-13,2272,2500,2263,2490,7027,7730,2345,2580,2390,2630,23790,26170,23945,26340,19027,20930,19054,20960
2014-06-12,2290,2520,2281,2510,7127,7840,2400,2640,2436,2680,24063,26470,24218,26640,19345,21280,19372,21310
2014-06-11,2336,2570,2327,2560,7090,7800,2418,2660,2445,2690,24063,26470,24218,26640,19845,21830,19872,21860
2014-06-10,2354,2590,2345,2580,7072,7780,2427,2670,2454,2700,24509,26960,24663,27130,19990,21990,20009,22010
2014-06-09,2327,2560,2318,2550,7081,7790,2390,2630,2427,2670,24409,26850,24563,27020,19963,21960,19990,21990
2014-06-05,2281,2510,2272,2500,7227,7950,2381,2620,2409,2650,24418,26860,24599,27060,20127,22140,20154,22170
2014-06-03,2281,2510,2272,2500,7399,8140,2400,2640,2418,2660,24609,27070,24781,27260,20472,22520,20500,22550
2014-06-02,2272,2500,2263,2490,7309,8040,2372,2610,2381,2620,24445,26890,24627,27090,20381,22420,20400,22440
2014-05-30,2327,2560,2318,2550,7536,8290,2454,2700,2445,2690,25281,27810,25463,28010,20481,22530,20509,22560
2014-05-29,2318,2550,2309,2540,7609,8370,2463,2710,2454,2700,25181,27700,25363,27900,20918,23010,20945,23040
2014-05-28,2300,2530,2290,2520,7581,8340,2472,2720,2463,2710,25090,27600,25272,27800,21190,23310,21218,23340
2014-05-27,2290,2520,2281,2510,7581,8340,2481,2730,2454,2700,25109,27620,25290,27820,21245,23370,21272,23400
2014-05-26,2290,2520,2281,2510,7581,8340,2481,2730,2454,2700,25109,27620,25290,27820,21245,23370,21272,23400
2014-05-23,2272,2500,2263,2490,7518,8270,2472,2720,2454,2700,25027,27530,25181,27700,21354,23490,21381,23520
2014-05-22,2236,2460,2227,2450,7436,8180,2454,2700,2436,2680,24809,27290,24963,27460,21127,23240,21154,23270
2014-05-21,2236,2460,2227,2450,7490,8240,2463,2710,2463,2710,24918,27410,25072,27580,21500,23650,21527,23680
2014-05-20,2245,2470,2236,2460,7545,8300,2490,2740,2472,2720,25299,27830,25481,28030,21754,23930,21781,23960
2014-05-19,2236,2460,2227,2450,7481,8230,2472,2720,2436,2680,25045,27550,25218,27740,20590,22650,20618,22680
2014-05-16,2245,2470,2236,2460,7499,8250,2463,2710,2436,2680,25227,27750,25409,27950,20300,22330,20327,22360
2014-05-15,2281,2510,2272,2500,7536,8290,2500,2750,2481,2730,25281,27810,25463,28010,21654,23820,21681,23850
2014-05-14,2245,2470,2236,2460,7445,8190,2454,2700,2427,2670,25209,27730,25390,27930,22681,24950,22709,24980
2014-05-13,2254,2480,2245,2470,7481,8230,2463,2710,2445,2690,24854,27340,25036,27540,22609,24870,22636,24900
2014-05-12,2227,2450,2218,2440,7345,8080,2427,2670,2409,2650,25045,27550,25218,27740,21727,23900,21745,23920
2014-05-09,2236,2460,2227,2450,7318,8050,2436,2680,2409,2650,25036,27540,25218,27740,21200,23320,21227,23350
2014-05-08,2236,2460,2227,2450,7227,7950,2418,2660,2400,2640,24927,27420,25081,27590,20218,22240,20245,22270
2014-05-07,2254,2480,2236,2460,7299,8030,2445,2690,2427,2670,24999,27500,25154,27670,20109,22120,20136,22150
2014-05-02,2254,2480,2245,2470,7218,7940,2427,2670,2400,2640,24672,27140,24827,27310,19827,21810,19854,21840
2014-05-01,2272,2500,2254,2480,7199,7920,2436,2680,2418,2660,24809,27290,24963,27460,19872,21860,19900,21890
2014-04-30,2318,2550,2300,2530,7390,8130,2481,2730,2463,2710,25427,27970,25581,28140,19981,21980,20009,22010
